CoRoT-24 c,0,0.088,0.44,11.759,0.098,0,0,89,850,0,600,0.91,0.86,0.3,4950,11,end
Kepler-1105 b,0,0,0.179,4.42157218,0,0,0,0,0,0,0,0.71,0.68,0.28,4299,0,end
Kepler-211 c,0,0,0.11756,6.04045,0,0,0,0,0,0,327.93,0.914,0.816,0,5123,0,end
Kepler-211 b,0,0,0.11482,4.138575,0,0,0,0,0,0,327.93,0.914,0.816,0,5123,0,end
Kepler-294 c,0,0,0.24696,6.6264,0,0,0,0,0,0,1698.68,0.994,0.976,0,5913,0,end
Kepler-294 b,0,0,0.1613,3.701212,0,0,0,0,0,0,1698.68,0.994,0.976,0,5913,0,end
HD 164595 b,0,0.051,0,40,0.23,0.088,0,0,0,0,28.93,0.99,0,-0.04,5790,0,end
Kepler-257 c,0,0,0.49301,6.581484,0,0,0,0,0,0,1167.03,0.74,1.037,0,5180,0,end
Kepler-257 b,0,0,0.23785,2.382667,0,0,0,0,0,0,1167.03,0.74,1.037,0,5180,0,end
Kepler-257 d,0,0,0.45109,24.664551,0,0,0,0,0,0,1167.03,0.74,1.037,0,5180,0,end
Kepler-214 c,0,0,0.19411,28.7798,0,0,0,0,0,0,1070.66,1.15,1.352,0,6169,0,end
Kepler-214 b,0,0,0.23785,15.660544,0,0,0,0,0,0,1070.66,1.15,1.352,0,6169,0,end
Kepler-1112 b,0,0,0.269,14.36267939,0,0,0,0,0,0,0,1.34,1.54,0.04,6496,0,end
Kepler-130 c,0,0,0.25608,27.508653,0.176,0.08,0,89.8,0,0,266.39,0.965,1.127,0,5884,0,end
Kepler-130 b,0,0,0.09295,8.457458,0.08,0.15,0,89.6,0,0,266.39,0.965,1.127,0,5884,0,end
Kepler-130 d,0,0,0.14945,87.517905,0.381,0,0,89.3,0,0,266.39,0.965,1.127,0,5884,0,end
WASP-108 b,0,0.892,1.284,2.6755463,0.0397,0,0,88.49,1590,0,220,1.167,1.215,0.05,6000,6.4,end
K2-34 b,0,1.78,1.35,2.995607,0.04419,0,0,82.06,0,0,377,1.281,1.526,0.24,6132,0,end
Kepler-815 b,0,0,0.367,8.57503552,0,0,0,0,0,0,0,1.25,3.42,-0.03,5028,0,end
Kepler-1145 b,0,0,0.125,3.97076766,0,0,0,0,0,0,0,0.79,0.75,-0.13,5064,0,end
38 Vir b,0,4.51,0,825.9,1.82,0.03,0,0,0,0,0,1.18,1.45,0.07,6557,1.9,end
Kepler-1575 b,0,0,0.117,2.55314213,0,0,0,0,0,0,0,0.95,0.92,-0.07,5667,0,end
Kepler-1380 b,0,0,0.128,10.3108245,0,0,0,0,0,0,0,0.96,0.94,0.1,5570,0,end
Kepler-189 c,0,0,0.21689,20.134866,0,0,0,0,0,0,650.34,0.824,0.75,0,5235,0,end
Kepler-189 b,0,0,0.11027,10.399931,0,0,0,0,0,0,650.34,0.824,0.75,0,5235,0,end
Kepler-327 b,0,0,0.10115,2.549575,0,0,0,0,0,0,241.74,0.547,0.492,0,3799,0,end
Kepler-327 d,0,0,0.15766,13.969457,0,0,0,0,0,0,241.74,0.547,0.492,0,3799,0,end
Kepler-327 c,0,0,0.09386,5.212333,0,0,0,0,0,0,241.74,0.547,0.492,0,3799,0,end
Kepler-1071 b,0,0,0.212,6.1799844,0,0,0,0,0,0,0,0.86,0.81,0.01,5215,0,end
Kepler-101 b,0,0.161,0.515,3.4876812,0.0474,0.086,231,85.82,0,0,990.44,1.17,1.56,0,5667,5.9,end
Kepler-101 c,0,0,0.112,6.02976,0.0684,0,0,84.6,0,0,990.44,1.17,1.56,0,5667,5.9,end
Kepler-156 c,0,0,0.23238,15.906801,0,0,0,0,0,0,482.88,0.737,0.807,0,5094,0,end
Kepler-156 b,0,0,0.2096,4.973456,0,0,0,0,0,0,482.88,0.737,0.807,0,5094,0,end
HIP 11952 b,0,2.93,0,290,0.81,0.27,0,0,372.6,0,111,0.83,1.6,-1.9,6040,0,end
HIP 11952 c,0,0.78,0,6.95,0.07,0.35,0,0,1263.2,0,111,0.83,1.6,-1.9,6040,0,end
HD 122430 b,0,3.71,0,344.95,1.02,0.68,0,0,868.8,0,135,1.68,22.9,-0.09,4300,0,end
Kepler-827 b,0,0,0.502,51.92927591,0,0,0,0,0,0,0,0.93,0.91,-0.06,5602,0,end
Kepler-344 b,0,0,0.23785,21.963945,0,0,0,0,0,0,1307.52,0.93,0.976,0,5774,0,end
Kepler-344 c,0,0,0.26883,125.596809,0,0,0,0,0,0,1307.52,0.93,0.976,0,5774,0,end
Kepler-859 b,0,0,0.276,20.38177573,0,0,0,0,0,0,0,0.81,0.77,-0.02,5020,0,end
Kepler-227 b,0,0,0.28342,9.488015,0,0,0,0,0,0,1481.07,0.92,1.091,0,5854,0,end
Kepler-227 c,0,0,0.27704,54.418694,0,0,0,0,0,0,1481.07,0.92,1.091,0,5854,0,end
Kepler-843 b,0,0,0.231,2.05387982,0,0,0,0,0,0,0,1.02,1.03,0.05,5830,0,end
Kepler-404 b,0,0,0.11574,11.829851,0,0,0,0,0,0,1059.76,0.925,0.884,0,5654,0,end
Kepler-404 c,0,0,0.15674,14.751166,0,0,0,0,0,0,1059.76,0.925,0.884,0,5654,0,end
Kepler-1483 b,0,0,0.136,9.5085156,0,0,0,0,0,0,0,1.25,1.4,0.04,6337,0,end
Gliese 86 b,2,3.91,0,15.76491,0.113,0.0416,269,0,0,0,10.783,0.8,0.855,-0.24,5188,2.5,end
Kepler-1314 b,0,0,0.456,5.42474928,0,0,0,0,0,0,0,0.6,0.59,-0.22,4188,0,end
Kepler-1099 b,0,0,0.252,2.16845259,0,0,0,0,0,0,0,1.01,1,-0.02,5837,0,end
HD 145377 b,0,5.76,0,103.95,0.45,0.307,138.1,0,0,0,55,1.12,1.14,0.12,6046,1.3,end
HD 75289 A b,2,0.42,0,3.5098,0.046,0.024,0,0,0,0,28.94,1.05,1.25,0.29,0,0,end
HD 5608 b,0,1.4,0,792.6,1.9,0.19,269,0,0,0,56.4,1.55,5.5,0.06,4854,0,end
HATS-28 b,0,0.672,1.194,3.1810781,0.04131,0.101,0,86.17,0,0,521,0.929,0.922,0.01,5498,6.2,end
Kepler-1187 b,0,0,0.233,18.87064068,0,0,0,0,0,0,0,1.06,1.09,-0.01,5975,0,end
HD 68988 b,0,1.9,0,6.276,0.071,0.14,0,0,1017.7,0,58,1.2,1.14,0.24,5767,0,end
Kepler-1612 b,0,0,0.092,3.91795101,0,0,0,0,0,0,0,0.96,0.94,0.03,5643,0,end
HD 183263 b,0,3.635,0,625.1,1.486,0.3728,232.9,0,0,0,54.02,1.121,1.117,0.302,5936,0,end
HD 183263 c,0,9,0,5048,5.98,0.073,284.9,0,0,0,54.02,1.121,1.117,0.302,5936,0,end
HD 154672 b,0,5.02,0,163.91,0.6,0.61,0,0,357.1,0,65.8,1.06,1.27,0.26,5714,0,end
Kepler-761 b,0,0,0.181,10.12804789,0,0,0,0,0,0,0,0.95,0.93,-0.09,5706,0,end
Kepler-1417 b,0,0,0.089,20.3505213,0,0,0,0,0,0,0,1.02,1.02,0.02,5839,0,end
Kepler-196 b,0,0,0.17315,20.739886,0,0,0,0,0,0,470.92,0,0.782,0,5128,0,end
Kepler-196 c,0,0,0.20413,47.427737,0,0,0,0,0,0,470.92,0,0.782,0,5128,0,end
Kepler-695 b,0,0,0.822,3.04033042,0,0,0,0,0,0,0,0.84,0.8,-0.01,5181,0,end
beta Ursae Minoris b,0,6.1,0,522.3,1.4,0.19,307.4,0,0,0,40.14,1.4,38.3,-0.27,4126,2.95,end
Kepler-225 c,0,0,0.16768,18.794234,0,0,0,0,0,0,342.18,0,0.48,0,3682,0,end
Kepler-225 b,0,0,0.10936,6.738975,0,0,0,0,0,0,342.18,0,0.48,0,3682,0,end
Kepler-409 b,0,0,0.108445,68.9584,0,0,0,0,0,0,69.2,0.92,0.89,0.08,5460,6.8,end
OGLE-TR-10 b,0,0.68,1.72,3.10129,0.04516,0,0,84.5,1702,0,1500,1.277,1.52,0.28,6075,0,end
Kepler-128 b,0,0.00409,0.10298,15.09,0,0,0,0,0,0,368.14,1.17,1.55,0,6090,4.2,end
Kepler-128 c,0,0.00472,0.10298,22.804,0,0,0,0,0,0,368.14,1.17,1.55,0,6090,4.2,end
WASP-11 b,2,0.46,1.045,3.722469,0.0439,0,0,88.5,943.2,0,121.7,0.82,0.81,0.13,4974,0,end
Kepler-834 b,0,0,0.18,13.32388301,0,0,0,0,0,0,0,0.7,0.66,-0.13,4554,0,end
HATS-18 b,0,1.98,1.337,0.8378434,0.01761,0.166,0,85.5,0,0,645,1.037,1.02,0.28,5600,4.2,end
Kepler-654 b,0,0,0.185,13.72465129,0,0,0,0,0,0,0,1.04,1.11,0.04,5865,0,end
KELT-16 b,0,2.75,1.415,0.9689951,0.02044,0,0,0,0,0,365,1.211,1.36,-0.002,6236,2.9,end
Kepler-603 b,0,0,0.236,21.05358596,0,0,0,0,0,0,0,1.01,1.01,0.03,5808,0,end
Kepler-603 c,0,0,0.58,127.9075774,0,0,0,0,0,0,0,1.01,1.01,0.03,5808,0,end
Kepler-603 d,0,0,0.118,6.2171292,0,0,0,0,0,0,0,1.01,1.01,0.03,5808,0,end
Kepler-579 b,0,0,0.178,9.66857723,0,0,0,0,0,0,0,0.99,0.96,0.13,5636,0,end
HD 106315 b,0,0.025,0.199,9.5521,0.09012,0.3,72,88.4,0,0,107.3,1.07,1.18,-0.24,6290,4,end
HD 106315 c,0,0.063,0.352,21.0576,0.1526,0.23,106,89.42,0,0,107.3,1.07,1.18,-0.24,6290,4,end
Kepler-1049 b,0,0,0.085,3.27346074,0,0,0,0,0,0,0,0.51,0.49,-0.33,3864,0,end
EPIC 206011691 b,0,0,0.142,9.32414,0.0731,0,0,88.3,0,0,65,0.64,0.6,-0.11,4043,0,end
EPIC 206011691 c,0,0,0.171,15.5012,0.1026,0,0,89.08,0,0,65,0.64,0.6,-0.11,4043,0,end
Kepler-794 b,0,0,0.188,11.13125132,0,0,0,0,0,0,0,1.19,1.38,0.34,5839,0,end
Kepler-756 b,0,0,0.1,1.22486632,0,0,0,0,0,0,0,0.82,0.79,-0.19,5282,0,end
Kepler-784 b,0,0,0.141,31.5922646,0,0,0,0,0,0,0,1,1.32,0.07,5674,0,end
WASP-62 b,0,0.57,1.39,4.411953,0.0567,0,0,88.3,1305.2,0,160,1.25,1.28,0.04,6230,0,end
Kepler-150 c,0,0,0.33627,7.381998,0,0,0,0,0,0,973.33,0.97,0.939,0,5560,0,end
Kepler-150 d,0,0,0.25425,12.56093,0,0,0,0,0,0,973.33,0.97,0.939,0,5560,0,end
Kepler-150 e,0,0,0.28433,30.826557,0,0,0,0,0,0,973.33,0.97,0.939,0,5560,0,end
Kepler-150 b,0,0,0.11391,3.428054,0,0,0,0,0,0,973.33,0.97,0.939,0,5560,0,end
Kepler-663 b,0,0,0.232,4.99678284,0,0,0,0,0,0,0,0.86,0.82,0.03,5264,0,end
WASP-14 b,2,7.341,1.281,2.2437661,0.036,0.087,0,84.79,1718.8,0,160,1.211,1.306,0,6462,0,end
Kepler-708 b,0,0,0.261,3.16789194,0,0,0,0,0,0,0,0.97,0.96,0.01,5692,0,end
HD 2952 b,0,1.6,0,311.6,1.2,0.129,64,0,0,0,115,2.5,12.02,0,4844,0,end
WASP-127 b,0,0.18,1.37,4.178062,0.052,0,0,88.7,0,0,0,1.08,1.39,0,5620,11.41,end
Kepler-699 b,0,0,1.259,27.80756293,0,0,0,0,0,0,0,0.81,0.78,-0.26,5330,0,end
Kepler-791 b,0,0,0.272,14.5539759,0,0,0,0,0,0,0,1.3,1.47,0.06,6383,0,end
Kepler-173 c,0,0,0.22145,8.005777,0,0,0,0,0,0,809.64,1.06,0.949,0,6031,0,end
Kepler-173 b,0,0,0.11756,4.263742,0,0,0,0,0,0,809.64,1.06,0.949,0,6031,0,end
Kepler-611 b,0,0,0.147,2.4370333,0,0,0,0,0,0,0,1.01,1.01,0.06,5761,0,end
KOI-1299 b,2,4.87,1.12,52.50097,0.3034,0.535,0,88.9,0,0,870,1.353,4.16,-0.07,4850,3.5,end
KOI-1299 c,2,2.43,0,406.2,0,0.498,60.8,0,0,0,870,1.353,4.16,-0.07,4850,3.5,end
Kepler-34 (AB) b,1,0.22,0.764,288.822,1.0896,0.182,0,90.355,0,0,1500,0,0,0,0,0,end
Rho Coronae Borealis b,0,1.0449,0,39.8458,0.2196,0.0373,270.6,0,0,0,17.24,0.889,1.3617,-0.31,5627,0,end
Rho Coronae Borealis c,0,0.0787,0,102.54,0.4123,0.052,190,0,0,0,17.24,0.889,1.3617,-0.31,5627,0,end
BD+03 2562 b,0,6.4,0,481.9,1.3,0.2,218,0,0,0,2618,1.14,32.35,-0.71,4095,5.25,end
Kepler-260 b,0,0,0.18317,8.187399,0,0,0,0,0,0,539.35,0.9,0.862,0,5250,0,end
Kepler-260 c,0,0,0.15857,76.050178,0,0,0,0,0,0,539.35,0.9,0.862,0,5250,0,end
Kepler-906 b,0,0,0.188,41.6979976,0,0,0,0,0,0,0,1.06,1.02,-0.09,6035,0,end
KELT-10 b,0,0.679,1.399,4.166286,0.0525,0,0,88.63,1377,0,183,1.112,1.209,0.09,5948,0,end
Gliese 3634 b,0,0.022,0,2.64561,0.0287,0.08,0,59,565.4,0,19.8,0.45,0.43,0,3314,0,end
Kepler-504 b,0,0,0.142,9.54927542,0,0,0,0,0,0,0,0.33,0.33,-0.31,3519,0,end
HD 156279 b,0,9.71,0,131.05,0.495,0.708,-95.8,0,0,0,36.52,0.93,0,0.14,5453,0,end
HD 156279 c,0,8.6,0,4191,4.97,0.231,101,0,0,0,36.52,0.93,0,0.14,5453,0,end
Kepler-864 b,0,0,0.214,5.83376092,0,0,0,0,0,0,0,1,1,0.04,5754,0,end
Kepler-247 c,0,0,0.37272,9.439452,0,0,0,0,0,0,695.58,0.773,0.768,0,5100,0,end
Kepler-247 d,0,0,0.35905,20.477912,0,0,0,0,0,0,695.58,0.773,0.768,0,5100,0,end
Kepler-247 b,0,0,0.14945,3.33616,0,0,0,0,0,0,695.58,0.773,0.768,0,5100,0,end
Kepler-942 b,0,0,0.19,44.96417488,0,0,0,0,0,0,0,0.81,0.75,0.09,4861,0,end
Kepler-166 b,0,0,0.20687,7.650254,0,0,0,0,0,0,639.62,0.879,0.742,0,5413,0,end
Kepler-166 c,0,0,0.21689,34.260281,0,0,0,0,0,0,639.62,0.879,0.742,0,5413,0,end
Kepler-166 d,0,0,0.154,1.55400393,0,0,0,0,0,0,639.62,0.879,0.742,0,5413,0,end
EPIC 211901114 b,0,0,0.856,1.648932,0,0,0,83.5,0,0,181.5,0.46,0.46,0.14,3440,0.79,end
Kepler-819 b,0,0,0.246,33.1995648,0,0,0,0,0,0,0,0.86,0.81,-0.06,5279,0,end
Kepler-554 b,0,0,0.383,1.90220856,0,0,0,0,0,0,0,0.93,0.92,0.14,5447,0,end
Kepler-8 b,0,0.59,1.42,3.52254,0.0483,0,0,84.07,1519.5,0,1330,1.13,1.45,0.05,6251,0,end
HAT-P-56 b,0,2.18,1.466,2.7908327,0.0423,0,0,82.13,1840,0,310.5,1.296,1.428,0,6566,2.01,end
Kepler-266 b,0,0,0.226,6.61833,0,0,0,0,0,0,1577.36,1.06,1.028,0,5885,0,end
Kepler-266 c,0,0,0.3545,107.723601,0,0,0,0,0,0,1577.36,1.06,1.028,0,5885,0,end
Kepler-920 b,0,0,0.216,6.53192704,0,0,0,0,0,0,0,0.89,0.85,0,5403,0,end
Kepler-920 c,0,0,0.339,100.8274113,0,0,0,0,0,0,0,0.89,0.85,0,5403,0,end
Kepler-890 b,0,0,0.793,52.75875577,0,0,0,0,0,0,0,1.09,1.13,0.09,5954,0,end
HD 12661 b,0,2.3,0,263.6,0.83,0.377,0,0,291.4,0,37.16,1.07,1.12,0.29,5742,0,end
HD 12661 c,0,1.57,0,1708,2.56,0.031,0,0,167.5,0,37.16,1.07,1.12,0.29,5742,0,end
Kepler-213 b,0,0,0.14763,2.46236,0,0,0,0,0,0,702.35,0.976,1.195,0,5696,0,end
Kepler-213 c,0,0,0.21324,4.822962,0,0,0,0,0,0,702.35,0.976,1.195,0,5696,0,end
HD 128311 b,0,1.83,0,460.1,0,0.3,-76.2,63.8,177.7,0,16.6,0.828,0.73,0.08,4965,0,end
HD 128311 c,0,3.2,0,910.7,0,0.12,-19.7,63.8,140.7,0,16.6,0.828,0.73,0.08,4965,0,end
WASP-49 b,0,0.378,1.115,2.7817387,0.0379,0,0,84.89,1369,0,170,0.938,0.976,-0.23,5600,0,end
Kepler-44 b,0,1,1.09,3.2467293,0.0446,0,0,84.96,0,0,2250,1.12,1.35,0.42,5800,5.8,end
HD 72892 b,0,5.45,0,39.475,0.228,0.423,353,0,0,0,72.78,1.02,1.22,0.25,5688,8,end
Kepler-1043 b,0,0,0.227,38.5053398,0,0,0,0,0,0,0,0.92,0.9,-0.11,5629,0,end
Kepler-1306 b,0,0,0.17,16.29595382,0,0,0,0,0,0,0,0.98,0.97,0,5727,0,end
Kepler-821 b,0,0,0.117,1.92279873,0,0,0,0,0,0,0,0.84,0.8,-0.03,5191,0,end
WASP-138 b,0,1.22,0,3.634433,0.0494,0,0,88.5,0,0,308,1.22,1.36,-0.09,6272,0,end
Kepler-242 b,0,0,0.23785,8.20395,0,0,0,0,0,0,859.95,0.72,0.85,0,5020,0,end
Kepler-242 c,0,0,0.18226,14.496481,0,0,0,0,0,0,859.95,0.72,0.85,0,5020,0,end
Kepler-518 b,0,0,0.188,8.51203588,0,0,0,0,0,0,0,0.96,0.88,-0.23,5842,0,end
Kepler-1069 b,0,0,0.143,23.8990296,0,0,0,0,0,0,0,0.99,0.98,0.04,5722,0,end
Kepler-1475 b,0,0,0.261,82.177374,0,0,0,0,0,0,0,1.18,1.28,0.03,6214,0,end
Kepler-706 b,0,0,1.175,41.40831347,0,0,0,0,0,0,0,0.87,0.84,-0.06,5394,0,end
Kepler-170 b,0,0,0.29162,7.930592,0,0,0,0,0,0,849.82,1.089,1.035,0,5679,0,end
Kepler-170 c,0,0,0.26063,16.665863,0,0,0,0,0,0,849.82,1.089,1.035,0,5679,0,end
Kepler-1065 b,0,0,0.333,3.60930891,0,0,0,0,0,0,0,0.94,0.93,-0.01,5635,0,end
Kepler-1065 c,0,0,0.143,2.37030743,0,0,0,0,0,0,0,0.94,0.93,-0.01,5635,0,end
HD 175167 b,0,7.8,0,1290,2.4,0.54,0,0,154,0,67.02,1.102,0,0.19,5940,0,end
Kepler-725 b,0,0,0.948,39.64317811,0,0,0,0,0,0,0,0.88,0.84,-0.01,5363,0,end
Kepler-1394 b,0,0,0.124,3.93766373,0,0,0,0,0,0,0,1.64,2.55,0.06,6481,0,end
Kepler-795 b,0,0,0.15,29.6193421,0,0,0,0,0,0,0,0.94,0.96,-0.02,5631,0,end
Kepler-94 b,0,0.034099,0.319867,2.50806,0,0,0,0,0,0,223,0.81,0.76,0.34,4781,1.41,end
Kepler-94 c,0,9.83346,0,820.3,0,0,0,0,0,0,223,0.81,0.76,0.34,4781,1.41,end
TYC 3667-1280-1 b,0,5.4,0,26.468,0.21,0.036,240,0,0,0,481,1.87,6.26,-0.08,5130,1.3,end
Kepler-1329 b,0,0,0.194,9.33646594,0,0,0,0,0,0,0,0.72,0.69,0.02,4500,0,end
HD 202206 b,0,17.4,0,255.87,0.83,0.435,0,0,277.6,0,46.34,1.13,1.02,0.37,5750,0,end
HD 202206 c,0,2.44,0,1383.4,2.55,0.267,0,0,159.6,0,46.34,1.13,1.02,0.37,5750,0,end
Kepler-918 b,0,0,0.155,4.85386933,0,0,0,0,0,0,0,1.11,1.14,0.06,6028,0,end
Kepler-1326 b,0,0,0.373,42.3514267,0,0,0,0,0,0,0,1.45,1.74,0.02,6725,0,end
Kepler-924 b,0,0,0.274,61.0370117,0,0,0,0,0,0,0,1.14,1.23,0.01,6167,0,end
Kepler-1255 b,0,0,0.207,36.2919336,0,0,0,0,0,0,0,1.08,1.12,0.02,6018,0,end
EPIC 211990866 b,0,0,0.312,1.673916,0,0.24,29,85.1,0,0,181.5,1.18,1.19,0.14,6120,0.79,end
EPIC 201828749 b,2,0,0.353,33.51569,0.1875,0,0,0,613,0,146,0.74,0.71,-0.69,5552,0,end
HD 131664 b,0,85.2,0,1951,3.17,0.638,149.7,167.1,0,0,55.43,1.1,1.16,0.32,5886,2.4,end
Kepler-728 b,0,0,0.298,5.74347727,0,0,0,0,0,0,0,0.95,0.93,-0.03,5660,0,end
WASP-92 b,0,0.805,1.461,2.1746742,0.0348,0,0,83.75,0,0,530,1.19,1.341,0,6280,0,end
OGLE-2015-BLG-0954L b,0,4.4,0,0,1.2,0,0,0,0,0,600,0.37,0,0,0,0,end
Kepler-968 b,0,0,0.178,3.69298373,0,0,0,0,0,0,0,0.76,0.7,0.13,4598,0,end
Kepler-968 c,0,0,0.151,5.70940492,0,0,0,0,0,0,0,0.76,0.7,0.13,4598,0,end
Kepler-1085 b,0,0,0.644,219.3217528,0,0,0,0,0,0,0,1.11,1.14,0.08,6000,0,end
HAT-P-47 b,0,0.206,1.313,4.732182,0.0615,0,0,84.8,0,0,268,1.387,1.515,0,6703,1.5,end
Kepler-709 b,0,0,0.261,16.08524954,0,0,0,0,0,0,0,0.8,0.77,-0.08,5071,0,end
Kepler-1639 b,0,0,0.23,9.878482,0,0,0,0,0,0,0,1.12,1.18,-0.03,6150,0,end
Kepler-1256 b,0,0,0.133,12.4127754,0,0,0,0,0,0,0,1.17,1.36,0.05,6129,0,end
Kepler-977 b,0,0,0.234,26.85328322,0,0,0,0,0,0,0,0.87,0.83,-0.01,5315,0,end
Kepler-951 b,0,0,0.499,71.52530845,0,0,0,0,0,0,0,0.77,0.73,-0.01,4834,0,end
CoRoT-21 b,0,2.26,1.3,2.72474,0.0417,0,0,86.8,1867,0,0,1.29,1.945,0,6200,0,end
KIC 6185331 b,0,0,0.529,49.7701438,0.2672,0,0,89.2,0,0,0,0.93,0.91,-0.07,5612,0,end
Kepler-395 c,0,0,0.12029,34.989262,0,0,0,0,0,0,537.21,0.547,0.556,0,4262,0,end
Kepler-395 b,0,0,0.09386,7.054346,0,0,0,0,0,0,537.21,0.547,0.556,0,4262,0,end
HD 9174 b,0,1.11,0,1179,2.2,0.12,101,0,0,0,78.93,1.03,1.67,0.39,5577,9,end
Kepler-805 b,0,0,0.258,30.8638931,0,0,0,0,0,0,0,1.19,1.65,-0.06,6112,0,end
CoRoT-31 b,0,0.85,1.5,4.62941,0.059,0.02,306,83.2,0,0,220,1.26,2.2,0,5700,4.2,end
EPIC 201855371 b,0,0,0.205,17.96753,0.119,0,0,0,487,0,134,0.71,0.66,0.15,4320,0,end
HD 66428 b,0,3.09,0,2280.4,3.46,0.448,179.7,0,0,0,53.4,1.061,0.98,0.31,5752,0,end
Kepler-626 b,0,0,0.204,14.48585199,0,0,0,0,0,0,0,1.01,1.05,0.01,5813,0,end
WASP-33 b,0,4.59,1.438,1.21986967,0.02558,0,0,87.67,2451.5,0,116,1.495,1.444,0.1,7400,0,end
Kepler-1037 b,0,0,0.114,1.06378867,0,0,0,0,0,0,0,0.82,0.78,-0.03,5105,0,end
Gliese 3293 b,0,0.076,0,30.6,0.1434,0.09,0,0,0,0,18.2,0.42,0.404,0.02,3466,0,end
Gliese 3293 d,0,0.07,0,123.98,0.3644,0.37,0,0,0,0,18.2,0.42,0.404,0.02,3466,0,end
Gliese 3293 c,0,0.027,0,48.14,0.1939,0.13,0,0,0,0,18.2,0.42,0.404,0.02,3466,0,end
Kepler-568 b,0,0,0.202,11.02347475,0,0,0,0,0,0,0,0.55,0.53,0.11,3768,0,end
